"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",49.154574,9.139134,115,79.470000,78.336000,80.545000,"void part_spmv<float>(float*, float*, float*, int*, int*, bool*, unsigned int)"
"GPU activities",17.914840,3.330842,115,28.963000,28.481000,29.600000,"void part_compute_error<float>(float*, float*, float*, bool*, unsigned int)"
"GPU activities",16.755117,3.115219,115,27.088000,26.593000,27.552000,"void axpb<float>(float*, float, float, unsigned int)"
"GPU activities",5.015022,0.932425,115,8.108000,7.872000,8.352000,"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600, thrust::cuda_cub::transform_pair_of_input_iterators_t<double, thrust::device_ptr<float>, thrust::device_ptr<bool>, thrust::multiplies<double>>, double*, int, thrust::plus<double>>(int, double, thrust::plus<double>, thrust::cuda_cub::cub::GridEvenShare<double>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600)"
"GPU activities",2.530399,0.470468,115,4.091000,3.808000,4.544000,"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600, thrust::cuda_cub::transform_input_iterator_t<double, float*, d_square>, double*, int, thrust::plus<float>>(int, float, thrust::plus<float>, thrust::cuda_cub::cub::GridEvenShare<float>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600)"
"GPU activities",2.343486,0.435716,115,3.788000,3.744000,4.192000,"[CUDA memcpy DtoD]"
"GPU activities",1.667767,0.310082,115,2.696000,2.464000,3.328000,"void thrust::cuda_cub::cub::DeviceReduceSingleTileKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600, double*, double*, int, thrust::plus<float>, double>(int, float, thrust::plus<float>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600, double*)"
"GPU activities",1.533349,0.285090,115,2.479000,2.208000,8.128000,"void thrust::cuda_cub::cub::DeviceReduceSingleTileKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600, double*, double*, int, thrust::plus<double>, double>(int, double, thrust::plus<double>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600, double*)"
"GPU activities",1.506150,0.280033,233,1.201000,0.768000,31.329000,"[CUDA memcpy DtoH]"
"GPU activities",1.205299,0.224097,3,74.699000,32.096000,96.384000,"[CUDA memcpy HtoD]"
"GPU activities",0.361605,0.067232,1,67.232000,67.232000,67.232000,"d_set_dangling_bitmap(bool*, int*, unsigned int)"
"GPU activities",0.012392,0.002304,4,0.576000,0.512000,0.672000,"[CUDA memset]"
"API calls",85.258096,517.967953,2,258983.976000,9.556000,517958.397000,"cudaHostAlloc"
"API calls",10.453091,63.505596,2,31752.798000,734.722000,62770.874000,"cudaDeviceReset"
"API calls",1.782395,10.828570,230,47.080000,9.734000,65.305000,"cudaDeviceSynchronize"
"API calls",0.842352,5.117535,806,6.349000,4.969000,28.218000,"cudaLaunchKernel"
"API calls",0.403720,2.452719,230,10.663000,9.861000,24.661000,"cudaMemcpyAsync"
"API calls",0.284308,1.727256,238,7.257000,5.148000,98.489000,"cudaMalloc"
"API calls",0.272811,1.657406,121,13.697000,9.243000,140.941000,"cudaMemcpy"
"API calls",0.191812,1.165313,238,4.896000,0.524000,9.858000,"cudaFree"
"API calls",0.189920,1.153817,460,2.508000,2.325000,3.550000,"cudaFuncGetAttributes"
"API calls",0.074448,0.452296,97,4.662000,0.227000,246.012000,"cuDeviceGetAttribute"
"API calls",0.061369,0.372832,230,1.621000,1.351000,15.549000,"cudaStreamSynchronize"
"API calls",0.048284,0.293340,460,0.637000,0.514000,1.255000,"cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags"
"API calls",0.042237,0.256605,1,256.605000,256.605000,256.605000,"cuDeviceTotalMem"
"API calls",0.028105,0.170749,460,0.371000,0.278000,0.882000,"cudaDeviceGetAttribute"
"API calls",0.027988,0.170038,460,0.369000,0.277000,1.000000,"cudaGetDevice"
"API calls",0.013627,0.082786,1,82.786000,82.786000,82.786000,"cuDeviceGetName"
"API calls",0.011156,0.067774,460,0.147000,0.116000,0.236000,"cudaPeekAtLastError"
"API calls",0.007340,0.044592,4,11.148000,5.705000,25.151000,"cudaMemset"
"API calls",0.005513,0.033494,230,0.145000,0.126000,0.205000,"cudaGetLastError"
"API calls",0.000768,0.004667,1,4.667000,4.667000,4.667000,"cuDeviceGetPCIBusId"
"API calls",0.000376,0.002286,3,0.762000,0.205000,1.709000,"cuDeviceGetCount"
"API calls",0.000212,0.001289,2,0.644000,0.249000,1.040000,"cuDeviceGet"
"API calls",0.000071,0.000432,1,0.432000,0.432000,0.432000,"cuDeviceGetUuid"
