"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",46.838406,10.259283,139,73.807000,72.352000,75.361000,"void part_spmv<float>(float*, float*, float*, int*, int*, bool*, unsigned int)"
"GPU activities",19.363588,4.241317,139,30.513000,28.320000,277.442000,"void part_compute_error<float>(float*, float*, float*, bool*, unsigned int)"
"GPU activities",17.113101,3.748380,139,26.966000,26.432000,28.353000,"void axpb<float>(float*, float, float, unsigned int)"
"GPU activities",5.177809,1.134125,139,8.159000,7.840000,8.480000,"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600, thrust::cuda_cub::transform_pair_of_input_iterators_t<double, thrust::device_ptr<float>, thrust::device_ptr<bool>, thrust::multiplies<double>>, double*, int, thrust::plus<double>>(int, double, thrust::plus<double>, thrust::cuda_cub::cub::GridEvenShare<double>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600)"
"GPU activities",2.519279,0.551812,139,3.969000,3.840000,7.104000,"[CUDA memcpy DtoD]"
"GPU activities",2.472665,0.541602,139,3.896000,3.712000,5.728000,"void thrust::cuda_cub::cub::DeviceReduceKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600, thrust::cuda_cub::transform_input_iterator_t<double, float*, d_square>, double*, int, thrust::plus<float>>(int, float, thrust::plus<float>, thrust::cuda_cub::cub::GridEvenShare<float>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600)"
"GPU activities",1.940455,0.425029,139,3.057000,2.560000,3.584000,"void thrust::cuda_cub::cub::DeviceReduceSingleTileKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600, double*, double*, int, thrust::plus<float>, double>(int, float, thrust::plus<float>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<float>>::Policy600, double*)"
"GPU activities",1.584258,0.347009,139,2.496000,2.016000,3.584000,"void thrust::cuda_cub::cub::DeviceReduceSingleTileKernel<thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600, double*, double*, int, thrust::plus<double>, double>(int, double, thrust::plus<double>, thrust::cuda_cub::cub::DeviceReducePolicy<double, int, thrust::plus<double>>::Policy600, double*)"
"GPU activities",1.470021,0.321987,281,1.145000,0.768000,31.329000,"[CUDA memcpy DtoH]"
"GPU activities",1.323045,0.289794,3,96.598000,32.384000,128.705000,"[CUDA memcpy HtoD]"
"GPU activities",0.187732,0.041120,1,41.120000,41.120000,41.120000,"d_set_dangling_bitmap(bool*, int*, unsigned int)"
"GPU activities",0.009642,0.002112,4,0.528000,0.512000,0.544000,"[CUDA memset]"
"API calls",57.071088,168.708063,2,84354.031000,21.117000,168686.946000,"cudaHostAlloc"
"API calls",32.148565,95.034497,2,47517.248000,486.221000,94548.276000,"cudaDeviceReset"
"API calls",4.104254,12.132602,278,43.642000,5.303000,276.190000,"cudaDeviceSynchronize"
"API calls",2.324107,6.870303,974,7.053000,5.379000,20.597000,"cudaLaunchKernel"
"API calls",1.096866,3.242451,278,11.663000,10.795000,27.147000,"cudaMemcpyAsync"
"API calls",0.761688,2.251628,286,7.872000,5.438000,119.425000,"cudaMalloc"
"API calls",0.719571,2.127127,145,14.669000,10.178000,141.507000,"cudaMemcpy"
"API calls",0.546938,1.616805,556,2.907000,2.512000,20.365000,"cudaFuncGetAttributes"
"API calls",0.534511,1.580070,286,5.524000,0.611000,26.570000,"cudaFree"
"API calls",0.165275,0.488569,278,1.757000,1.486000,25.020000,"cudaStreamSynchronize"
"API calls",0.127648,0.377341,556,0.678000,0.521000,1.653000,"cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags"
"API calls",0.085457,0.252620,1,252.620000,252.620000,252.620000,"cuDeviceTotalMem"
"API calls",0.080879,0.239086,556,0.430000,0.324000,0.922000,"cudaDeviceGetAttribute"
"API calls",0.077040,0.227739,556,0.409000,0.332000,1.145000,"cudaGetDevice"
"API calls",0.072934,0.215600,97,2.222000,0.230000,85.919000,"cuDeviceGetAttribute"
"API calls",0.029941,0.088509,556,0.159000,0.113000,0.360000,"cudaPeekAtLastError"
"API calls",0.018171,0.053716,278,0.193000,0.158000,0.383000,"cudaGetLastError"
"API calls",0.016799,0.049661,4,12.415000,5.917000,28.119000,"cudaMemset"
"API calls",0.015265,0.045126,1,45.126000,45.126000,45.126000,"cuDeviceGetName"
"API calls",0.001266,0.003743,1,3.743000,3.743000,3.743000,"cuDeviceGetPCIBusId"
"API calls",0.001059,0.003131,3,1.043000,0.301000,2.176000,"cuDeviceGetCount"
"API calls",0.000503,0.001487,2,0.743000,0.354000,1.133000,"cuDeviceGet"
"API calls",0.000173,0.000511,1,0.511000,0.511000,0.511000,"cuDeviceGetUuid"
